Date,Time,GRAIN_TYPE,DROPS_SCORE,DRY_MOISTURE,DRY_TEMP,DRY_NATURE,WET_MOISTURE,WET_TEMP,WET_NATURE
27-08-2024,02:10:13,,2237,,,,,,
27-08-2024,02:10:43,,2237,,,,,,
27-08-2024,02:11:13,,2237,,,,,,
27-08-2024,02:11:43,,2237,,,,,,
27-08-2024,02:12:13,,2237,,,,,,
27-08-2024,02:12:43,,2237,,,,,,
27-08-2024,02:13:13,,2237,,,,,,
27-08-2024,02:13:43,,2237,,,,,,
27-08-2024,02:14:13,,2237,,,,,,
27-08-2024,02:14:43,,2237,,,,,,
27-08-2024,02:15:13,,2237,,,,,,
27-08-2024,02:15:43,,2237,,,,,,
27-08-2024,02:16:13,,2237,,,,,,
27-08-2024,02:16:43,,2237,,,,,,
27-08-2024,02:17:13,,2237,,,,,,
27-08-2024,02:17:43,,2237,,,,,,
27-08-2024,02:18:13,,2237,,,,,,
27-08-2024,02:18:43,,2237,,,,,,
27-08-2024,02:19:13,,2237,,,,,,
27-08-2024,02:19:43,,2237,,,,,,
27-08-2024,02:20:13,,2237,,,,,,
27-08-2024,02:20:43,,2237,,,,,,
27-08-2024,02:21:13,,2237,,,,,,
27-08-2024,02:21:43,,2237,,,,,,
27-08-2024,02:22:13,,2237,,,,,,
27-08-2024,02:22:43,,2237,,,,,,
27-08-2024,02:23:13,,2237,,,,,,
27-08-2024,02:23:43,,2237,,,,,,
27-08-2024,02:24:13,,2237,,,,,,
27-08-2024,02:24:43,,2237,,,,,,
27-08-2024,02:25:13,,2237,,,,,,
27-08-2024,02:25:43,,2237,,,,,,
27-08-2024,02:26:13,,2237,,,,,,
27-08-2024,02:26:43,,2237,,,,,,
27-08-2024,02:27:13,,2237,,,,,,
27-08-2024,02:27:43,,2237,,,,,,
27-08-2024,02:28:13,,2237,,,,,,
27-08-2024,02:28:43,,2237,,,,,,
27-08-2024,02:29:13,,2237,,,,,,
27-08-2024,02:29:43,,2237,,,,,,
27-08-2024,02:30:13,,2237,,,,,,
27-08-2024,02:30:43,,2237,,,,,,
27-08-2024,02:31:13,,2237,,,,,,
27-08-2024,02:31:43,,2237,,,,,,
27-08-2024,02:32:13,,2237,,,,,,
27-08-2024,02:32:43,,2237,,,,,,
27-08-2024,02:33:13,,2237,,,,,,
27-08-2024,02:33:43,,2237,,,,,,
27-08-2024,02:34:13,,2237,,,,,,
27-08-2024,02:34:43,,2237,,,,,,
27-08-2024,02:35:13,,2237,,,,,,
27-08-2024,02:35:43,,2237,,,,,,
27-08-2024,02:36:13,,2237,,,,,,
27-08-2024,02:36:43,,2237,,,,,,
27-08-2024,02:37:13,,2237,,,,,,
27-08-2024,02:37:43,,2237,,,,,,
27-08-2024,02:38:13,,2237,,,,,,
27-08-2024,02:38:43,,2237,,,,,,
27-08-2024,02:39:13,,2237,,,,,,
27-08-2024,02:39:43,,2237,,,,,,
27-08-2024,02:40:13,,2237,,,,,,
27-08-2024,02:40:43,,2237,,,,,,
27-08-2024,02:41:13,,2237,,,,,,
27-08-2024,02:41:43,,2237,,,,,,
27-08-2024,02:42:13,,2237,,,,,,
27-08-2024,02:42:43,,2237,,,,,,
27-08-2024,02:43:13,,2237,,,,,,
27-08-2024,02:43:43,,2237,,,,,,
27-08-2024,02:44:13,,2237,,,,,,
27-08-2024,02:44:43,,2237,,,,,,
27-08-2024,02:45:13,,2237,,,,,,
27-08-2024,02:45:43,,2237,,,,,,
27-08-2024,02:46:13,,2237,,,,,,
27-08-2024,02:46:43,,2237,,,,,,
27-08-2024,02:47:13,,2237,,,,,,
27-08-2024,02:47:43,,2237,,,,,,
27-08-2024,02:48:13,,2237,,,,,,
27-08-2024,02:48:43,,2237,,,,,,
27-08-2024,02:49:13,,2237,,,,,,
27-08-2024,02:49:43,,2237,,,,,,
27-08-2024,02:50:13,,2237,,,,,,
27-08-2024,02:50:43,,2237,,,,,,
27-08-2024,02:51:13,,2237,,,,,,
27-08-2024,02:51:43,,2237,,,,,,
27-08-2024,02:52:13,,2237,,,,,,
27-08-2024,02:52:43,,2237,,,,,,
27-08-2024,02:53:13,,2237,,,,,,
27-08-2024,02:53:43,,2237,,,,,,
27-08-2024,02:54:13,,2237,,,,,,
27-08-2024,02:54:43,,2237,,,,,,
27-08-2024,02:55:13,,2237,,,,,,
27-08-2024,02:55:43,,2237,,,,,,
27-08-2024,02:56:13,,2237,,,,,,
27-08-2024,02:56:43,,2237,,,,,,
27-08-2024,02:57:13,,2237,,,,,,
27-08-2024,02:57:43,,2237,,,,,,
27-08-2024,02:58:13,,2237,,,,,,
27-08-2024,02:58:43,,2237,,,,,,
27-08-2024,02:59:13,,2237,,,,,,
27-08-2024,02:59:43,,2237,,,,,,
27-08-2024,03:00:13,,2237,,,,,,
27-08-2024,03:00:43,,2237,,,,,,
27-08-2024,03:01:13,,2237,,,,,,
27-08-2024,03:01:43,,2237,,,,,,
27-08-2024,03:02:13,,2237,,,,,,
27-08-2024,03:02:43,,2237,,,,,,
27-08-2024,03:03:13,,2237,,,,,,
27-08-2024,03:03:43,,2237,,,,,,
27-08-2024,03:04:13,,2237,,,,,,
27-08-2024,03:04:43,,2237,,,,,,
27-08-2024,03:05:13,,2237,,,,,,
27-08-2024,03:05:43,,2237,,,,,,
27-08-2024,03:06:13,,2237,,,,,,
27-08-2024,03:06:43,,2237,,,,,,
27-08-2024,03:07:13,,2237,,,,,,
27-08-2024,03:07:43,,2237,,,,,,
27-08-2024,03:08:13,,2237,,,,,,
27-08-2024,03:08:43,,2237,,,,,,
27-08-2024,03:09:13,,2237,,,,,,
27-08-2024,03:09:43,,2237,,,,,,
27-08-2024,03:10:13,,2237,,,,,,
27-08-2024,03:10:43,,2237,,,,,,
27-08-2024,03:11:13,,2237,,,,,,
27-08-2024,03:11:43,,2237,,,,,,
27-08-2024,03:12:13,,2237,,,,,,
27-08-2024,03:12:43,,2237,,,,,,
27-08-2024,03:13:13,,2237,,,,,,
27-08-2024,03:13:43,,2237,,,,,,
27-08-2024,03:14:13,,2237,,,,,,
27-08-2024,03:14:43,,2237,,,,,,
27-08-2024,03:15:13,,2237,,,,,,
27-08-2024,03:15:43,,2237,,,,,,
27-08-2024,03:16:13,,2237,,,,,,
27-08-2024,03:16:43,,2237,,,,,,
27-08-2024,03:17:13,,2237,,,,,,
27-08-2024,03:17:43,,2237,,,,,,
27-08-2024,03:18:13,,2237,,,,,,
27-08-2024,03:18:43,,2237,,,,,,
27-08-2024,03:19:13,,2237,,,,,,
27-08-2024,03:19:43,,2237,,,,,,
27-08-2024,03:20:13,,2237,,,,,,
27-08-2024,03:20:43,,2237,,,,,,
27-08-2024,03:21:13,,2237,,,,,,
27-08-2024,03:21:43,,2237,,,,,,
27-08-2024,03:22:13,,2237,,,,,,
27-08-2024,03:22:43,,2237,,,,,,
27-08-2024,03:23:13,,2237,,,,,,
27-08-2024,03:23:43,,2237,,,,,,
27-08-2024,03:24:13,,2237,,,,,,
27-08-2024,03:24:43,,2237,,,,,,
27-08-2024,03:25:13,,2237,,,,,,
27-08-2024,03:25:43,,2237,,,,,,
27-08-2024,03:26:13,,2237,,,,,,
27-08-2024,03:26:43,,2237,,,,,,
27-08-2024,03:27:13,,2237,,,,,,
27-08-2024,03:27:43,,2237,,,,,,
27-08-2024,03:28:13,,2237,,,,,,
27-08-2024,03:28:43,,2237,,,,,,
27-08-2024,03:29:13,,2237,,,,,,
27-08-2024,03:29:43,,2237,,,,,,
27-08-2024,03:30:13,,2237,,,,,,
27-08-2024,03:30:43,,2237,,,,,,
27-08-2024,03:31:13,,2237,,,,,,
27-08-2024,03:31:43,,2237,,,,,,
27-08-2024,03:32:13,,2237,,,,,,
27-08-2024,03:32:43,,2237,,,,,,
27-08-2024,03:33:13,,2237,,,,,,
27-08-2024,03:33:43,,2237,,,,,,
27-08-2024,03:34:13,,2237,,,,,,
27-08-2024,03:34:43,,2237,,,,,,
27-08-2024,03:35:13,,2237,,,,,,
27-08-2024,03:35:43,,2237,,,,,,
27-08-2024,03:36:13,,2237,,,,,,
27-08-2024,03:36:43,,2237,,,,,,
27-08-2024,03:37:13,,2237,,,,,,
27-08-2024,03:37:43,,2237,,,,,,
27-08-2024,03:38:13,,2237,,,,,,
27-08-2024,03:38:43,,2237,,,,,,
27-08-2024,03:39:13,,2237,,,,,,
27-08-2024,03:39:43,,2237,,,,,,
27-08-2024,03:40:13,,2237,,,,,,
27-08-2024,03:40:43,,2237,,,,,,
27-08-2024,03:41:13,,2237,,,,,,
27-08-2024,03:41:43,,2237,,,,,,
27-08-2024,03:42:13,,2237,,,,,,
27-08-2024,03:42:43,,2237,,,,,,
27-08-2024,03:43:13,,2237,,,,,,
27-08-2024,03:43:43,,2237,,,,,,
27-08-2024,03:44:13,,2237,,,,,,
27-08-2024,03:44:43,,2237,,,,,,
27-08-2024,03:45:13,,2237,,,,,,
27-08-2024,03:45:43,,2237,,,,,,
27-08-2024,03:46:13,,2237,,,,,,
27-08-2024,03:46:43,,2237,,,,,,
27-08-2024,03:47:13,,2237,,,,,,
27-08-2024,03:47:43,,2237,,,,,,
27-08-2024,03:48:13,,2237,,,,,,
27-08-2024,03:48:43,,2237,,,,,,
27-08-2024,03:49:13,,2237,,,,,,
27-08-2024,03:49:43,,2237,,,,,,
27-08-2024,03:50:13,,2237,,,,,,
27-08-2024,03:50:43,,2237,,,,,,
27-08-2024,03:51:13,,2237,,,,,,
27-08-2024,03:51:43,,2237,,,,,,
27-08-2024,03:52:13,,2237,,,,,,
27-08-2024,03:52:43,,2237,,,,,,
27-08-2024,03:53:13,,2237,,,,,,
27-08-2024,03:53:43,,2237,,,,,,
27-08-2024,03:54:13,,2237,,,,,,
27-08-2024,03:54:43,,2237,,,,,,
27-08-2024,03:55:13,,2237,,,,,,
27-08-2024,03:55:43,,2237,,,,,,
27-08-2024,03:56:13,,2237,,,,,,
27-08-2024,03:56:43,,2237,,,,,,
27-08-2024,03:57:13,,2237,,,,,,
27-08-2024,03:57:43,,2237,,,,,,
27-08-2024,03:58:13,,2237,,,,,,
27-08-2024,03:58:43,,2237,,,,,,
27-08-2024,03:59:13,,2237,,,,,,
27-08-2024,03:59:43,,2237,,,,,,
27-08-2024,04:00:13,,2237,,,,,,
27-08-2024,04:00:43,,2237,,,,,,
27-08-2024,04:01:13,,2237,,,,,,
27-08-2024,04:01:43,,2237,,,,,,
27-08-2024,04:02:13,,2237,,,,,,
27-08-2024,04:02:43,,2237,,,,,,
27-08-2024,04:03:13,,2237,,,,,,
27-08-2024,04:03:43,,2237,,,,,,
27-08-2024,04:04:13,,2237,,,,,,
27-08-2024,04:04:43,,2237,,,,,,
27-08-2024,04:05:13,,2237,,,,,,
27-08-2024,04:05:43,,2237,,,,,,
27-08-2024,04:06:13,,2237,,,,,,
27-08-2024,04:06:43,,2237,,,,,,
27-08-2024,04:07:13,,2237,,,,,,
27-08-2024,04:07:43,,2237,,,,,,
27-08-2024,04:08:13,,2237,,,,,,
27-08-2024,04:08:43,,2237,,,,,,
27-08-2024,04:09:13,,2237,,,,,,
27-08-2024,04:09:43,,2237,,,,,,
27-08-2024,04:10:13,,2237,,,,,,
27-08-2024,04:10:43,,2237,,,,,,
27-08-2024,04:11:13,,2237,,,,,,
27-08-2024,04:11:43,,2237,,,,,,
27-08-2024,04:12:13,,2237,,,,,,
27-08-2024,04:12:43,,2237,,,,,,
27-08-2024,04:13:13,,2237,,,,,,
27-08-2024,04:13:43,,2237,,,,,,
27-08-2024,04:14:13,,2237,,,,,,
27-08-2024,04:14:43,,2237,,,,,,
27-08-2024,04:15:13,,2237,,,,,,
27-08-2024,04:15:43,,2237,,,,,,
27-08-2024,04:16:13,,2237,,,,,,
27-08-2024,04:16:43,,2237,,,,,,
27-08-2024,04:17:13,,2237,,,,,,
27-08-2024,04:17:43,,2237,,,,,,
27-08-2024,04:18:13,,2237,,,,,,
27-08-2024,04:18:43,,2237,,,,,,
27-08-2024,04:19:13,,2237,,,,,,
27-08-2024,04:19:43,,2237,,,,,,
27-08-2024,04:20:13,,2237,,,,,,
27-08-2024,04:20:43,,2237,,,,,,
27-08-2024,04:21:13,,2237,,,,,,
27-08-2024,04:21:43,,2237,,,,,,
27-08-2024,04:22:13,,2237,,,,,,
27-08-2024,04:22:43,,2237,,,,,,
27-08-2024,04:23:13,,2237,,,,,,
27-08-2024,04:23:43,,2237,,,,,,
27-08-2024,04:24:13,,2237,,,,,,
27-08-2024,04:24:43,,2237,,,,,,
27-08-2024,04:25:13,,2237,,,,,,
27-08-2024,04:25:43,,2237,,,,,,
27-08-2024,04:26:13,,2237,,,,,,
27-08-2024,04:26:43,,2237,,,,,,
27-08-2024,04:27:13,,2237,,,,,,
27-08-2024,04:27:43,,2237,,,,,,
27-08-2024,04:28:13,,2237,,,,,,
27-08-2024,04:28:43,,2237,,,,,,
27-08-2024,04:29:13,,2237,,,,,,
27-08-2024,04:29:43,,2237,,,,,,
27-08-2024,04:30:13,,2237,,,,,,
27-08-2024,04:30:43,,2237,,,,,,
27-08-2024,04:31:13,,2237,,,,,,
27-08-2024,04:31:43,,2237,,,,,,
27-08-2024,04:32:13,,2237,,,,,,
27-08-2024,04:32:43,,2237,,,,,,
27-08-2024,04:33:13,,2237,,,,,,
27-08-2024,04:33:43,,2237,,,,,,
27-08-2024,04:34:13,,2237,,,,,,
27-08-2024,04:34:43,,2237,,,,,,
27-08-2024,04:35:13,,2237,,,,,,
27-08-2024,04:35:43,,2237,,,,,,
27-08-2024,04:36:13,,2237,,,,,,
27-08-2024,04:36:43,,2237,,,,,,
27-08-2024,04:37:13,,2237,,,,,,
27-08-2024,04:37:43,,2237,,,,,,
27-08-2024,04:38:13,,2237,,,,,,
27-08-2024,04:38:43,,2237,,,,,,
27-08-2024,04:39:13,,2237,,,,,,
27-08-2024,04:39:43,,2237,,,,,,
27-08-2024,04:40:13,,2237,,,,,,
27-08-2024,04:40:43,,2237,,,,,,
27-08-2024,04:41:13,,2237,,,,,,
27-08-2024,04:41:43,,2237,,,,,,
27-08-2024,04:42:13,,2237,,,,,,
27-08-2024,04:42:43,,2237,,,,,,
27-08-2024,04:43:13,,2237,,,,,,
27-08-2024,04:43:43,,2237,,,,,,
27-08-2024,04:44:13,,2237,,,,,,
27-08-2024,04:44:43,,2237,,,,,,
27-08-2024,04:45:13,,2237,,,,,,
27-08-2024,04:45:43,,2237,,,,,,
27-08-2024,04:46:13,,2237,,,,,,
27-08-2024,04:46:43,,2237,,,,,,
27-08-2024,04:47:13,,2237,,,,,,
27-08-2024,04:47:43,,2237,,,,,,
27-08-2024,04:48:13,,2237,,,,,,
27-08-2024,04:48:43,,2237,,,,,,
27-08-2024,04:49:13,,2237,,,,,,
27-08-2024,04:49:43,,2237,,,,,,
27-08-2024,04:50:13,,2237,,,,,,
27-08-2024,04:50:43,,2237,,,,,,
27-08-2024,04:51:13,,2237,,,,,,
27-08-2024,04:51:43,,2237,,,,,,
27-08-2024,04:52:13,,2237,,,,,,
27-08-2024,04:52:43,,2237,,,,,,
27-08-2024,04:53:13,,2237,,,,,,
27-08-2024,04:53:43,,2237,,,,,,
27-08-2024,04:54:13,,2237,,,,,,
27-08-2024,04:54:43,,2237,,,,,,
27-08-2024,04:55:13,,2237,,,,,,
27-08-2024,04:55:43,,2237,,,,,,
27-08-2024,04:56:13,,2237,,,,,,
27-08-2024,04:56:43,,2237,,,,,,
27-08-2024,04:57:13,,2237,,,,,,
27-08-2024,04:57:43,,2237,,,,,,
27-08-2024,04:58:13,,2237,,,,,,
27-08-2024,04:58:43,,2237,,,,,,
27-08-2024,04:59:13,,2237,,,,,,
27-08-2024,04:59:43,,2237,,,,,,
27-08-2024,05:00:13,,2237,,,,,,
27-08-2024,05:00:43,,2237,,,,,,
27-08-2024,05:01:13,,2237,,,,,,
27-08-2024,05:01:43,,2237,,,,,,
27-08-2024,05:02:13,,2237,,,,,,
27-08-2024,05:02:43,,2237,,,,,,
27-08-2024,05:03:13,,2237,,,,,,
27-08-2024,05:03:43,,2237,,,,,,
27-08-2024,05:04:13,,2237,,,,,,
27-08-2024,05:04:43,,2237,,,,,,
27-08-2024,05:05:13,,1,,,,,,
27-08-2024,05:05:43,,1,,,,,,
27-08-2024,05:06:13,,2,,,,,,
27-08-2024,05:06:43,,2,,,,,,
27-08-2024,05:07:13,,3,,,,,,
27-08-2024,05:07:43,,4,,,,,,
27-08-2024,05:08:13,,4,,,,,,
27-08-2024,05:08:43,,5,,,,,,
27-08-2024,05:09:13,,5,,,,,,
27-08-2024,05:09:43,,6,,,,,,
27-08-2024,05:10:13,,7,,,,,,
27-08-2024,05:10:43,,8,,,,,,
27-08-2024,05:11:13,,8,,,,,,
27-08-2024,05:11:43,,9,,,,,,
27-08-2024,05:12:13,,10,,,,,,
27-08-2024,05:12:43,,11,,,,,,
27-08-2024,05:13:13,,11,,,,,,
27-08-2024,05:13:43,,12,,,,,,
27-08-2024,05:14:13,,13,,,,,,
27-08-2024,05:14:43,,14,,,,,,
27-08-2024,05:15:13,,14,,,,,,
27-08-2024,05:15:43,,15,,,,,,
27-08-2024,05:16:13,,15,,,,,,
27-08-2024,05:16:43,,15,,,,,,
27-08-2024,05:17:13,,15,,,,,,
27-08-2024,05:17:43,,15,,,,,,
27-08-2024,05:18:13,,15,,,,,,
27-08-2024,05:18:43,,15,,,,,,
27-08-2024,05:19:13,,15,,,,,,
27-08-2024,05:19:43,,15,,,,,,
27-08-2024,05:20:13,,15,,,,,,
27-08-2024,05:20:43,,15,,,,,,
27-08-2024,05:21:13,,15,,,,,,
27-08-2024,05:21:43,,15,,,,,,
27-08-2024,05:22:13,,15,,,,,,
27-08-2024,05:22:43,,15,,,,,,
27-08-2024,05:23:13,,0,,,,,,
27-08-2024,05:23:43,,0,,,,,,
27-08-2024,05:24:13,,0,,,,,,
27-08-2024,05:24:43,,0,,,,,,
27-08-2024,05:25:13,,0,,,,,,
27-08-2024,05:25:43,,0,,,,,,
27-08-2024,05:26:13,,0,,,,,,
27-08-2024,05:26:43,,0,,,,,,
27-08-2024,05:27:13,,0,,,,,,
27-08-2024,05:27:43,,0,,,,,,
27-08-2024,05:28:13,,0,,,,,,
27-08-2024,05:28:43,,0,,,,,,
27-08-2024,05:29:13,,0,,,,,,
27-08-2024,05:29:43,,0,,,,,,
27-08-2024,05:30:13,,0,,,,,,
27-08-2024,05:30:43,,0,,,,,,
27-08-2024,05:31:13,,0,,,,,,
27-08-2024,05:31:43,,0,,,,,,
27-08-2024,05:32:13,,0,,,,,,
27-08-2024,05:32:43,,0,,,,,,
27-08-2024,05:33:13,,0,,,,,,
27-08-2024,05:33:43,,0,,,,,,
27-08-2024,05:34:13,,0,,,,,,
27-08-2024,05:34:43,,0,,,,,,
27-08-2024,05:35:13,,0,,,,,,
27-08-2024,05:35:43,,0,,,,,,
27-08-2024,05:36:13,,0,,,,,,
27-08-2024,05:36:43,,0,,,,,,
27-08-2024,05:37:13,,0,,,,,,
27-08-2024,05:37:43,,0,,,,,,
27-08-2024,05:38:13,,0,,,,,,
27-08-2024,05:38:43,,0,,,,,,
27-08-2024,05:39:13,,0,,,,,,
27-08-2024,05:39:43,,0,,,,,,
27-08-2024,05:40:13,,0,,,,,,
27-08-2024,05:40:43,,0,,,,,,
27-08-2024,05:41:13,,0,,,,,,
27-08-2024,05:41:43,,0,,,,,,
27-08-2024,05:42:13,,0,,,,,,
27-08-2024,05:42:43,,0,,,,,,
27-08-2024,05:43:13,,0,,,,,,
27-08-2024,05:43:43,,0,,,,,,
27-08-2024,05:44:13,,0,,,,,,
27-08-2024,05:44:43,,0,,,,,,
27-08-2024,05:45:13,,0,,,,,,
27-08-2024,05:45:43,,0,,,,,,
27-08-2024,05:46:13,,0,,,,,,
27-08-2024,05:46:43,,0,,,,,,
27-08-2024,05:47:13,,0,,,,,,
27-08-2024,05:47:43,,0,,,,,,
27-08-2024,05:48:13,,0,,,,,,
27-08-2024,05:48:43,,0,,,,,,
27-08-2024,05:49:13,,0,,,,,,
27-08-2024,05:49:43,,0,,,,,,
27-08-2024,05:50:13,,0,,,,,,
27-08-2024,05:50:43,,0,,,,,,
27-08-2024,05:51:13,,0,,,,,,
27-08-2024,05:51:43,,0,,,,,,
27-08-2024,05:52:13,,0,,,,,,
27-08-2024,05:52:43,,0,,,,,,
27-08-2024,05:53:13,,0,,,,,,
27-08-2024,05:53:43,,0,,,,,,
27-08-2024,05:54:13,,0,,,,,,
27-08-2024,05:54:43,,0,,,,,,
27-08-2024,05:55:13,,0,,,,,,
27-08-2024,05:55:43,,0,,,,,,
27-08-2024,05:56:13,,0,,,,,,
27-08-2024,05:56:43,,0,,,,,,
27-08-2024,05:57:13,,0,,,,,,
27-08-2024,05:57:43,,0,,,,,,
27-08-2024,05:58:13,,0,,,,,,
27-08-2024,05:58:43,,0,,,,,,
27-08-2024,05:59:13,,0,,,,,,
27-08-2024,05:59:43,,0,,,,,,
27-08-2024,06:00:13,,0,,,,,,
27-08-2024,06:00:43,,0,,,,,,
27-08-2024,06:01:13,,0,,,,,,
27-08-2024,06:01:43,,0,,,,,,
27-08-2024,06:02:13,,0,,,,,,
27-08-2024,06:02:43,,0,,,,,,
27-08-2024,06:03:13,,0,,,,,,
27-08-2024,06:03:43,,0,,,,,,
27-08-2024,06:04:13,,0,,,,,,
27-08-2024,06:04:43,,0,,,,,,
27-08-2024,06:05:13,,0,,,,,,
27-08-2024,06:05:43,,0,,,,,,
27-08-2024,06:06:13,,0,,,,,,
27-08-2024,06:06:43,,0,,,,,,
27-08-2024,06:07:13,,0,,,,,,
27-08-2024,06:07:43,,0,,,,,,
27-08-2024,06:08:13,,0,,,,,,
27-08-2024,06:08:43,,0,,,,,,
27-08-2024,06:09:13,,0,,,,,,
27-08-2024,06:09:43,,0,,,,,,
27-08-2024,06:10:13,,0,,,,,,
27-08-2024,06:10:43,,0,,,,,,
27-08-2024,06:11:13,,0,,,,,,
27-08-2024,06:11:43,,0,,,,,,
27-08-2024,06:12:13,,0,,,,,,
27-08-2024,06:12:43,,0,,,,,,
27-08-2024,06:13:13,,0,,,,,,
27-08-2024,06:13:43,,0,,,,,,
27-08-2024,06:14:13,,0,,,,,,
27-08-2024,06:14:43,,0,,,,,,
27-08-2024,06:15:13,,0,,,,,,
27-08-2024,06:15:43,,0,,,,,,
27-08-2024,06:16:13,,0,,,,,,
27-08-2024,06:16:43,,0,,,,,,
27-08-2024,06:17:13,,0,,,,,,
27-08-2024,06:17:43,,0,,,,,,
27-08-2024,06:18:13,,0,,,,,,
27-08-2024,06:18:43,,0,,,,,,
27-08-2024,06:19:13,,0,,,,,,
27-08-2024,06:19:43,,0,,,,,,
27-08-2024,06:20:13,,0,,,,,,
27-08-2024,06:20:43,,0,,,,,,
27-08-2024,06:21:13,,0,,,,,,
27-08-2024,06:21:43,,0,,,,,,
27-08-2024,06:22:13,,0,,,,,,
27-08-2024,06:22:43,,0,,,,,,
27-08-2024,06:23:13,,0,,,,,,
27-08-2024,06:23:43,,0,,,,,,
27-08-2024,06:24:13,,0,,,,,,
27-08-2024,06:24:43,,0,,,,,,
27-08-2024,06:25:13,,0,,,,,,
27-08-2024,06:25:43,,0,,,,,,
27-08-2024,06:26:13,,0,,,,,,
27-08-2024,06:26:43,,0,,,,,,
27-08-2024,06:27:13,,0,,,,,,
27-08-2024,06:27:43,,0,,,,,,
27-08-2024,06:28:13,,0,,,,,,
27-08-2024,06:28:43,,0,,,,,,
27-08-2024,06:29:13,,0,,,,,,
27-08-2024,06:29:43,,0,,,,,,
27-08-2024,06:30:13,,0,,,,,,
27-08-2024,06:30:43,,0,,,,,,
27-08-2024,06:31:13,,0,,,,,,
27-08-2024,06:31:43,,0,,,,,,
27-08-2024,06:32:13,,0,,,,,,
27-08-2024,06:32:43,,0,,,,,,
27-08-2024,15:18:09,,324,,,,,,
27-08-2024,15:18:35,,324,,,,,,
27-08-2024,15:19:05,,325,,,,,,
27-08-2024,15:19:35,,325,,,,,,
27-08-2024,15:20:05,,325,,,,,,
27-08-2024,15:20:35,,325,,,,,,
27-08-2024,15:21:05,,325,,,,,,
27-08-2024,15:21:35,,326,,,,,,
27-08-2024,15:22:05,,326,,,,,,
27-08-2024,15:22:35,,326,,,,,,
27-08-2024,15:23:05,,326,,,,,,
27-08-2024,15:23:35,,327,,,,,,
27-08-2024,15:24:05,,327,,,,,,
27-08-2024,15:24:35,,327,,,,,,
27-08-2024,15:25:05,,327,,,,,,
27-08-2024,15:25:35,,328,,,,,,
27-08-2024,15:26:05,,328,,,,,,
27-08-2024,15:26:35,,328,,,,,,
27-08-2024,15:27:05,,328,,,,,,
27-08-2024,15:27:35,,328,,,,,,
27-08-2024,15:28:05,,329,,,,,,
27-08-2024,15:28:35,,329,,,,,,
27-08-2024,15:29:05,,329,,,,,,
27-08-2024,15:29:35,,329,,,,,,
27-08-2024,15:30:05,,330,,,,,,
27-08-2024,15:30:35,,330,,,,,,
27-08-2024,15:31:05,,330,,,,,,
27-08-2024,15:31:35,,330,,,,,,
27-08-2024,15:32:05,,331,,,,,,
27-08-2024,15:32:35,,331,,,,,,
27-08-2024,15:33:05,,331,,,,,,
27-08-2024,15:33:35,,331,,,,,,
27-08-2024,15:34:05,,331,,,,,,
27-08-2024,15:34:35,,332,,,,,,
27-08-2024,15:35:05,,332,,,,,,
27-08-2024,15:35:35,,332,,,,,,
27-08-2024,15:36:05,,332,,,,,,
27-08-2024,15:36:35,,333,,,,,,
27-08-2024,15:37:05,,333,,,,,,
27-08-2024,15:37:35,,333,,,,,,
27-08-2024,15:38:05,,333,,,,,,
27-08-2024,15:38:35,,334,,,,,,
27-08-2024,15:39:05,,334,,,,,,
27-08-2024,15:39:35,,334,,,,,,
27-08-2024,15:40:05,,334,,,,,,
27-08-2024,15:40:35,,334,,,,,,
27-08-2024,15:41:05,,335,,,,,,
27-08-2024,15:41:35,,335,,,,,,
27-08-2024,15:42:05,,335,,,,,,
27-08-2024,15:42:35,,335,,,,,,
27-08-2024,15:43:05,,336,,,,,,
27-08-2024,15:43:35,,336,,,,,,
27-08-2024,15:44:05,,336,,,,,,
27-08-2024,15:44:35,,336,,,,,,
27-08-2024,15:45:05,,337,,,,,,
27-08-2024,15:45:35,,337,,,,,,
27-08-2024,15:46:05,,337,,,,,,
27-08-2024,15:46:35,,337,,,,,,
27-08-2024,15:47:05,,337,,,,,,
27-08-2024,15:47:35,,338,,,,,,
27-08-2024,15:48:05,,338,,,,,,
27-08-2024,15:48:35,,338,,,,,,
27-08-2024,15:49:05,,338,,,,,,
27-08-2024,15:49:35,,339,,,,,,
27-08-2024,15:50:05,,339,,,,,,
27-08-2024,15:50:35,,339,,,,,,
27-08-2024,15:51:05,,339,,,,,,
27-08-2024,15:51:35,,340,,,,,,
27-08-2024,15:52:05,,340,,,,,,
27-08-2024,15:52:35,,340,,,,,,
27-08-2024,15:53:05,,340,,,,,,
27-08-2024,15:53:35,,340,,,,,,
27-08-2024,15:54:05,,341,,,,,,
27-08-2024,15:54:35,,341,,,,,,
27-08-2024,15:55:05,,341,,,,,,
27-08-2024,15:55:35,,341,,,,,,
27-08-2024,15:56:05,,342,,,,,,
27-08-2024,15:56:35,,342,,,,,,
27-08-2024,15:57:05,,342,,,,,,
27-08-2024,15:57:35,,342,,,,,,
27-08-2024,15:58:05,,343,,,,,,
27-08-2024,15:58:35,,343,,,,,,
27-08-2024,15:59:05,,343,,,,,,
27-08-2024,15:59:35,,343,,,,,,
27-08-2024,16:00:05,,343,,,,,,
27-08-2024,16:00:35,,344,,,,,,
27-08-2024,16:01:05,,344,,,,,,
27-08-2024,16:01:35,,344,,,,,,
27-08-2024,16:02:05,,344,,,,,,
27-08-2024,16:02:35,,345,,,,,,
